Age,Gender,Total_Spent,Quantity,Channel,Category,Cluster,Avg_Price,Loyal_Customer
43,Male,198.44,2,Phone,Media,4,99.22,0
61,Female,403.17,4,Mobile App,Electronics,2,100.7925,0
30,Female,80.53,2,Mobile App,Bags,1,40.265,0
29,Female,1093.67,1,Online,Beauty,3,1093.67,1
52,Female,396.69,3,Online,Electronics,4,132.23,0
24,Male,216.55,2,Mobile App,Accessories,1,108.275,0
31,Male,689.51,1,Mobile App,Accessories,0,689.51,1
39,Female,177.71,1,Mobile App,Electronics,4,177.71,0
24,Female,450.42,1,Online,Electronics,1,450.42,0
18,Male,1258.53,1,In-Store,Media,3,1258.53,1
36,Male,210.72,3,Mobile App,Electronics,2,70.24,0
28,Male,656.76,1,Mobile App,Clothing,0,656.76,1
44,Male,658.09,1,Phone,Footwear,0,658.09,1
18,Female,1649.01,4,Online,Clothing,2,412.2525,1
24,Male,1025.29,3,In-Store,Electronics,2,341.7633333333333,1
41,Female,262.07,2,Online,Bags,4,131.035,0
39,Male,457.15,1,Online,Accessories,4,457.15,0
26,Female,937.61,1,Mobile App,Footwear,0,937.61,1
34,Male,118.86,1,In-Store,Electronics,1,118.86,0
50,Male,611.34,1,Mobile App,Beauty,0,611.34,0
31,Male,50.0,1,Mobile App,Accessories,1,50.0,0
42,Female,62.66,2,Phone,Accessories,4,31.33,0
28,Female,288.25,1,Online,Media,1,288.25,0
36,Female,133.81,1,Phone,Accessories,4,133.81,0
29,Female,163.93,1,In-Store,Footwear,1,163.93,0
28,Male,755.71,2,In-Store,Footwear,0,377.855,1
34,Female,873.92,2,Mobile App,Accessories,0,436.96,1
43,Male,486.99,2,Online,Accessories,4,243.495,0
41,Male,431.04,1,In-Store,Clothing,4,431.04,0
18,Male,285.12,1,Online,Footwear,1,285.12,0
29,Female,414.24,1,Online,Clothing,1,414.24,0
44,Male,143.63,1,Phone,Accessories,4,143.63,0
50,Female,613.95,3,In-Store,Accessories,4,204.65,1
18,Male,383.33,5,In-Store,Accessories,2,76.666,0
18,Female,101.47,2,Phone,Outerwear,1,50.735,0
42,Male,362.78,4,In-Store,Electronics,2,90.695,0
51,Male,741.5,2,Phone,Accessories,4,370.75,1
18,Male,912.85,1,Mobile App,Bags,0,912.85,1
31,Male,135.32,5,In-Store,Electronics,2,27.064,0
24,Male,95.74,1,In-Store,Accessories,1,95.74,0
40,Female,1146.01,2,Online,Electronics,0,573.005,1
48,Female,902.67,1,Online,Bags,0,902.67,1
35,Female,594.38,1,In-Store,Footwear,0,594.38,0
48,Male,348.07,2,Phone,Accessories,4,174.035,0
18,Male,394.54,1,In-Store,Clothing,1,394.54,0
38,Male,475.69,1,Mobile App,Electronics,0,475.69,0
60,Female,1574.96,1,In-Store,Electronics,3,1574.96,1
44,Male,243.15,1,Online,Accessories,4,243.15,0
43,Female,303.53,4,Phone,Accessories,2,75.8825,0
22,Female,256.99,3,In-Store,Accessories,2,85.66333333333334,0
48,Male,199.28,1,In-Store,Bags,4,199.28,0
44,Female,430.27,1,In-Store,Electronics,4,430.27,0
38,Male,1071.36,3,Online,Clothing,0,357.11999999999995,1
22,Male,405.69,1,Online,Electronics,1,405.69,0
18,Male,240.16,1,Online,Accessories,1,240.16,0
26,Female,309.23,1,Mobile App,Accessories,1,309.23,0
57,Female,233.15,3,In-Store,Accessories,4,77.71666666666667,0
37,Female,601.48,1,Online,Bags,0,601.48,0
41,Female,387.12,1,Online,Accessories,4,387.12,0
50,Male,912.35,1,Phone,Footwear,0,912.35,1
26,Female,1346.36,1,In-Store,Electronics,3,1346.36,1
45,Female,1342.7,2,Phone,Electronics,0,671.35,1
34,Female,310.42,1,Phone,Footwear,1,310.42,0
54,Male,147.85,1,Phone,Accessories,4,147.85,0
36,Male,1252.38,1,Mobile App,Accessories,3,1252.38,1
45,Male,425.02,1,In-Store,Electronics,4,425.02,0
33,Male,377.18,3,Phone,Accessories,2,125.72666666666667,0
18,Male,226.18,3,Online,Accessories,2,75.39333333333333,0
60,Male,1147.69,1,Online,Electronics,3,1147.69,1
44,Male,355.8,1,Online,Electronics,4,355.8,0
18,Female,153.54,1,In-Store,Accessories,1,153.54,0
50,Female,50.0,2,Mobile App,Media,4,25.0,0
18,Male,402.13,2,Mobile App,Accessories,1,201.065,0
58,Male,163.85,1,Online,Accessories,4,163.85,0
31,Female,1567.16,2,Mobile App,Clothing,3,783.58,1
52,Female,138.47,2,Phone,Clothing,4,69.235,0
32,Male,370.42,4,Mobile App,Electronics,2,92.605,0
31,Female,472.75,1,In-Store,Electronics,1,472.75,0
46,Male,740.85,1,Phone,Clothing,0,740.85,1
36,Female,91.5,1,In-Store,Clothing,1,91.5,0
22,Male,118.59,3,Phone,Accessories,2,39.53,0
42,Female,246.21,3,Mobile App,Clothing,2,82.07000000000001,0
35,Male,346.52,2,In-Store,Electronics,4,173.26,0
25,Female,300.56,1,Mobile App,Accessories,1,300.56,0
36,Male,520.38,1,Mobile App,Electronics,0,520.38,0
40,Male,52.81,1,Phone,Accessories,4,52.81,0
48,Male,961.36,2,Phone,Accessories,0,480.68,1
56,Male,708.06,1,Online,Electronics,0,708.06,1
27,Female,218.07,1,Online,Clothing,1,218.07,0
45,Female,280.31,2,In-Store,Clothing,4,140.155,0
39,Female,921.9,1,Online,Electronics,0,921.9,1
46,Female,265.64,1,Mobile App,Clothing,4,265.64,0
18,Female,398.03,1,Mobile App,Accessories,1,398.03,0
21,Male,167.49,3,Phone,Accessories,2,55.830000000000005,0
40,Male,281.57,2,Phone,Accessories,4,140.785,0
42,Male,335.81,4,Phone,Accessories,2,83.9525,0
35,Male,430.96,1,Mobile App,Accessories,1,430.96,0
28,Female,503.93,4,Mobile App,Accessories,2,125.9825,1
36,Male,370.28,3,Mobile App,Clothing,2,123.42666666666666,0
27,Female,271.5,2,Mobile App,Electronics,1,135.75,0
18,Male,463.74,4,Phone,Electronics,2,115.935,0
34,Male,441.12,1,In-Store,Accessories,1,441.12,0
44,Male,322.4,1,Phone,Electronics,4,322.4,0
47,Male,129.2,1,Mobile App,Electronics,4,129.2,0
24,Male,329.3,2,In-Store,Electronics,1,164.65,0
35,Male,127.19,2,Mobile App,Electronics,4,63.595,0
48,Male,166.04,3,Phone,Accessories,4,55.346666666666664,0
29,Female,329.28,1,Mobile App,Electronics,1,329.28,0
45,Female,177.12,1,In-Store,Electronics,4,177.12,0
38,Female,321.72,1,Online,Beauty,4,321.72,0
38,Female,1335.1,2,Phone,Accessories,0,667.55,1
43,Female,158.98,1,Phone,Accessories,4,158.98,0
18,Female,440.71,4,Mobile App,Media,2,110.1775,0
29,Male,102.22,1,Mobile App,Beauty,1,102.22,0
48,Female,492.55,1,Online,Electronics,4,492.55,0
25,Male,462.09,3,Phone,Accessories,2,154.03,0
40,Female,262.93,1,Online,Accessories,4,262.93,0
18,Female,122.51,1,In-Store,Accessories,1,122.51,0
37,Male,148.04,1,Online,Accessories,4,148.04,0
41,Male,607.92,1,Mobile App,Electronics,0,607.92,0
44,Female,411.28,5,Online,Accessories,2,82.256,0
67,Male,417.82,2,In-Store,Accessories,4,208.91,0
25,Male,367.08,1,Online,Electronics,1,367.08,0
25,Male,290.47,2,Phone,Outerwear,1,145.235,0
29,Female,810.52,1,Phone,Accessories,0,810.52,1
18,Male,722.6,3,Online,Electronics,2,240.86666666666667,1
18,Male,474.92,4,Phone,Clothing,2,118.73,0
19,Male,315.96,3,In-Store,Electronics,2,105.32,0
41,Female,641.2,1,In-Store,Footwear,0,641.2,1
22,Female,648.88,1,Phone,Accessories,0,648.88,1
34,Female,442.53,1,In-Store,Footwear,1,442.53,0
60,Male,698.32,2,Phone,Beauty,4,349.16,1
61,Female,577.42,2,Phone,Footwear,4,288.71,0
19,Male,293.92,1,Phone,Electronics,1,293.92,0
30,Female,313.89,4,In-Store,Electronics,2,78.4725,0
29,Female,183.66,1,Phone,Footwear,1,183.66,0
22,Male,401.16,1,Online,Outerwear,1,401.16,0
26,Male,716.19,1,Online,Footwear,0,716.19,1
28,Male,391.4,1,Phone,Outerwear,1,391.4,0
19,Female,426.28,1,Online,Electronics,1,426.28,0
18,Male,731.03,2,In-Store,Accessories,1,365.515,1
29,Male,713.87,1,Online,Footwear,0,713.87,1
29,Female,1630.97,1,Online,Electronics,3,1630.97,1
18,Male,137.9,3,Mobile App,Outerwear,2,45.96666666666667,0
18,Male,210.06,1,Phone,Electronics,1,210.06,0
42,Female,554.46,2,Phone,Accessories,4,277.23,0
45,Female,194.52,1,Online,Electronics,4,194.52,0
31,Female,343.34,2,Mobile App,Beauty,1,171.67,0
51,Male,442.18,4,Online,Electronics,2,110.545,0
34,Male,713.62,1,Mobile App,Electronics,0,713.62,1
30,Female,151.14,2,Online,Outerwear,1,75.57,0
49,Male,297.5,3,Phone,Accessories,4,99.16666666666667,0
48,Female,621.33,2,Mobile App,Clothing,4,310.665,1
39,Male,202.22,1,Online,Accessories,4,202.22,0
32,Female,379.41,1,Online,Clothing,1,379.41,0
19,Male,165.0,2,Online,Accessories,1,82.5,0
25,Male,571.06,3,Online,Clothing,2,190.35333333333332,1
37,Male,670.25,1,Online,Accessories,0,670.25,1
28,Male,288.91,1,Phone,Footwear,1,288.91,0
36,Male,125.5,1,Online,Media,4,125.5,0
24,Female,870.81,1,Phone,Footwear,0,870.81,1
18,Female,50.0,1,Online,Clothing,1,50.0,0
22,Female,749.78,1,In-Store,Footwear,0,749.78,1
18,Male,468.92,1,In-Store,Accessories,1,468.92,0
33,Male,1535.62,1,Phone,Footwear,3,1535.62,1
55,Female,635.48,4,Online,Clothing,2,158.87,1
58,Male,738.7,1,Phone,Media,0,738.7,1
18,Male,83.24,1,In-Store,Accessories,1,83.24,0
26,Female,436.4,1,Online,Footwear,1,436.4,0
36,Female,228.06,4,In-Store,Electronics,2,57.015,0
27,Female,309.35,3,Mobile App,Electronics,2,103.11666666666667,0
23,Female,335.57,3,Mobile App,Bags,2,111.85666666666667,0
45,Male,736.31,1,Online,Accessories,0,736.31,1
41,Female,431.45,3,In-Store,Accessories,2,143.81666666666666,0
25,Male,224.28,1,Mobile App,Clothing,1,224.28,0
52,Female,56.96,1,In-Store,Accessories,4,56.96,0
35,Female,1156.01,2,Online,Electronics,0,578.005,1
29,Female,691.16,3,In-Store,Bags,2,230.38666666666666,1
33,Female,368.63,3,Phone,Accessories,2,122.87666666666667,0
44,Female,572.57,3,Online,Beauty,2,190.85666666666668,1
36,Male,764.67,4,Phone,Clothing,2,191.1675,1
29,Female,643.52,1,In-Store,Bags,0,643.52,1
36,Male,366.35,1,Mobile App,Accessories,1,366.35,0
34,Female,434.18,1,Phone,Electronics,1,434.18,0
18,Male,438.42,3,In-Store,Accessories,2,146.14000000000001,0
35,Male,426.26,1,Online,Accessories,1,426.26,0
42,Male,1185.04,3,Mobile App,Accessories,0,395.0133333333333,1
42,Male,358.55,1,In-Store,Accessories,4,358.55,0
61,Male,894.07,1,Mobile App,Accessories,0,894.07,1
18,Male,272.74,1,In-Store,Electronics,1,272.74,0
42,Female,507.7,1,In-Store,Bags,0,507.7,0
42,Female,139.79,3,Online,Bags,2,46.596666666666664,0
41,Female,596.51,1,Mobile App,Accessories,0,596.51,0
27,Male,463.44,1,Mobile App,Electronics,1,463.44,0
37,Female,311.73,1,Mobile App,Clothing,4,311.73,0
22,Female,600.27,1,Phone,Clothing,0,600.27,0
37,Female,963.7,1,Mobile App,Accessories,0,963.7,1
40,Female,475.77,1,Phone,Accessories,0,475.77,0
18,Male,175.27,3,Mobile App,Beauty,2,58.42333333333334,0
43,Male,575.01,1,Mobile App,Accessories,0,575.01,0
33,Female,681.57,1,Online,Clothing,0,681.57,1
44,Male,824.13,2,Online,Electronics,0,412.065,1
37,Female,587.0,1,Mobile App,Footwear,0,587.0,0
37,Male,504.99,1,Mobile App,Clothing,0,504.99,0
48,Female,491.69,2,Online,Electronics,4,245.845,0
43,Female,1569.82,1,In-Store,Outerwear,3,1569.82,1
18,Female,1479.13,2,In-Store,Footwear,3,739.565,1
19,Female,214.06,1,Mobile App,Electronics,1,214.06,0
38,Male,265.14,3,Online,Electronics,2,88.38,0
27,Female,404.16,4,Online,Electronics,2,101.04,0
46,Female,446.87,1,In-Store,Clothing,4,446.87,0
18,Male,561.38,1,Phone,Accessories,1,561.38,0
24,Female,252.87,1,Phone,Clothing,1,252.87,0
18,Male,183.27,1,Phone,Clothing,1,183.27,0
43,Male,457.37,3,Online,Bags,2,152.45666666666668,0
32,Male,442.63,3,In-Store,Accessories,2,147.54333333333332,0
41,Female,172.11,1,Online,Accessories,4,172.11,0
29,Female,498.96,2,In-Store,Accessories,1,249.48,0
24,Female,1445.4,1,Online,Accessories,3,1445.4,1
40,Female,599.99,2,Mobile App,Electronics,4,299.995,1
24,Male,197.4,3,Phone,Accessories,2,65.8,0
44,Female,172.63,2,In-Store,Footwear,4,86.315,0
47,Female,484.67,1,Phone,Bags,4,484.67,0
18,Male,100.92,2,Online,Electronics,1,50.46,0
40,Female,163.0,1,In-Store,Footwear,4,163.0,0
40,Male,654.23,2,Mobile App,Beauty,4,327.115,1
20,Male,187.52,1,Mobile App,Accessories,1,187.52,0
18,Female,354.59,1,Phone,Accessories,1,354.59,0
40,Female,252.04,2,Online,Media,4,126.02,0
18,Female,795.12,3,Mobile App,Accessories,2,265.04,1
31,Female,369.96,1,In-Store,Beauty,1,369.96,0
48,Female,1512.77,4,Phone,Electronics,0,378.1925,1
40,Male,165.47,2,In-Store,Media,4,82.735,0
25,Female,954.02,2,In-Store,Accessories,0,477.01,1
33,Male,264.81,3,Mobile App,Clothing,2,88.27,0
43,Female,256.47,1,Mobile App,Media,4,256.47,0
18,Female,817.29,3,In-Store,Accessories,2,272.43,1
26,Female,1881.62,1,Phone,Clothing,3,1881.62,1
18,Female,298.68,1,Mobile App,Accessories,1,298.68,0
44,Female,720.43,2,Online,Accessories,0,360.215,1
35,Female,644.09,3,In-Store,Electronics,2,214.6966666666667,1
47,Female,818.46,3,Online,Accessories,2,272.82,1
23,Female,850.38,2,Mobile App,Electronics,0,425.19,1
47,Male,265.9,2,Phone,Beauty,4,132.95,0
29,Female,176.31,1,Online,Media,1,176.31,0
49,Male,255.2,5,Phone,Footwear,2,51.04,0
47,Female,364.83,1,Online,Clothing,4,364.83,0
31,Female,285.04,2,Online,Accessories,1,142.52,0
40,Male,960.98,2,Mobile App,Outerwear,0,480.49,1
29,Female,436.06,2,Phone,Accessories,1,218.03,0
42,Female,1324.17,1,Online,Clothing,3,1324.17,1
23,Female,661.79,4,In-Store,Footwear,2,165.4475,1
26,Female,425.29,2,In-Store,Clothing,1,212.645,0
39,Male,198.73,4,Online,Media,2,49.6825,0
35,Male,805.48,1,Mobile App,Accessories,0,805.48,1
31,Male,180.74,2,Online,Accessories,1,90.37,0
41,Female,503.73,2,Online,Beauty,4,251.865,0
38,Male,644.47,2,Phone,Electronics,4,322.235,1
33,Female,944.26,4,In-Store,Electronics,2,236.065,1
26,Male,235.55,1,In-Store,Footwear,1,235.55,0
46,Male,520.87,1,Mobile App,Accessories,4,520.87,0
35,Female,215.24,1,In-Store,Clothing,1,215.24,0
49,Male,643.2,1,Online,Clothing,0,643.2,1
56,Male,727.84,5,Online,Media,2,145.568,1
39,Female,1101.57,1,Mobile App,Electronics,3,1101.57,1
25,Male,322.39,1,In-Store,Clothing,1,322.39,0
18,Female,514.48,1,Online,Electronics,1,514.48,0
50,Male,1336.71,2,Mobile App,Bags,0,668.355,1
31,Male,616.36,1,In-Store,Electronics,0,616.36,0
23,Male,347.76,1,Mobile App,Footwear,1,347.76,0
26,Female,337.08,1,Online,Clothing,1,337.08,0
39,Male,1768.07,1,Phone,Accessories,3,1768.07,1
33,Male,385.55,5,Mobile App,Accessories,2,77.11,0
50,Male,83.49,1,Phone,Electronics,4,83.49,0
30,Female,190.18,2,Mobile App,Electronics,1,95.09,0
51,Female,646.92,5,Mobile App,Electronics,2,129.384,1
18,Female,907.32,3,Phone,Accessories,2,302.44,1
48,Female,420.45,5,Online,Electronics,2,84.09,0
37,Female,376.92,4,In-Store,Accessories,2,94.23,0
64,Female,434.23,1,Phone,Electronics,4,434.23,0
43,Male,1308.41,2,Mobile App,Clothing,0,654.205,1
41,Female,273.22,1,Mobile App,Accessories,4,273.22,0
47,Female,464.89,1,Mobile App,Accessories,4,464.89,0
20,Male,232.85,3,In-Store,Accessories,2,77.61666666666666,0
19,Male,254.7,2,Phone,Accessories,1,127.35,0
35,Female,406.84,2,Mobile App,Electronics,4,203.42,0
21,Male,130.87,2,Phone,Electronics,1,65.435,0
30,Female,378.4,1,Mobile App,Beauty,1,378.4,0
41,Male,261.07,3,Phone,Electronics,2,87.02333333333333,0
31,Male,855.7,1,Mobile App,Accessories,0,855.7,1
48,Female,462.34,1,Mobile App,Clothing,4,462.34,0
18,Male,1888.1,3,Online,Accessories,3,629.3666666666667,1
37,Female,142.34,1,In-Store,Accessories,4,142.34,0
29,Male,116.75,3,In-Store,Accessories,2,38.916666666666664,0
44,Female,171.58,2,Online,Footwear,4,85.79,0
43,Male,401.97,1,Online,Electronics,4,401.97,0
62,Male,123.12,3,In-Store,Electronics,4,41.04,0
46,Male,510.27,2,In-Store,Footwear,4,255.135,0
23,Male,230.61,1,Online,Bags,1,230.61,0
48,Female,1208.68,1,Phone,Media,3,1208.68,1
34,Female,857.99,3,In-Store,Electronics,2,285.99666666666667,1
42,Male,359.72,1,Online,Electronics,4,359.72,0
40,Female,80.69,3,In-Store,Beauty,2,26.896666666666665,0
38,Female,174.67,1,Phone,Media,4,174.67,0
45,Male,648.79,2,In-Store,Beauty,4,324.395,1
37,Female,50.0,4,Mobile App,Accessories,2,12.5,0
41,Male,539.9,1,In-Store,Electronics,0,539.9,0
35,Female,486.46,2,Mobile App,Accessories,4,243.23,0
34,Female,825.05,3,Mobile App,Footwear,2,275.01666666666665,1
21,Female,470.42,3,Online,Footwear,2,156.80666666666667,0
54,Female,327.32,2,Phone,Electronics,4,163.66,0
36,Male,642.63,2,Phone,Media,0,321.315,1
55,Male,778.79,3,In-Store,Accessories,4,259.59666666666664,1
24,Female,970.66,3,Online,Electronics,2,323.55333333333334,1
33,Female,320.65,3,Online,Clothing,2,106.88333333333333,0
39,Male,207.18,1,Mobile App,Bags,4,207.18,0
42,Female,555.65,5,Online,Electronics,2,111.13,1
46,Female,789.56,1,Mobile App,Accessories,0,789.56,1
38,Female,569.72,1,Phone,Clothing,0,569.72,0
36,Male,50.0,1,Online,Electronics,4,50.0,0
39,Female,379.68,1,Mobile App,Electronics,4,379.68,0
34,Female,375.33,1,Phone,Electronics,1,375.33,0
18,Female,228.44,1,Online,Accessories,1,228.44,0
22,Female,69.44,1,Online,Electronics,1,69.44,0
25,Female,884.94,2,In-Store,Outerwear,0,442.47,1
18,Male,1085.69,1,Phone,Footwear,3,1085.69,1
33,Male,319.03,1,Online,Electronics,1,319.03,0
48,Female,197.0,1,Online,Media,4,197.0,0
42,Male,337.2,1,Mobile App,Outerwear,4,337.2,0
51,Female,266.9,1,Online,Accessories,4,266.9,0
36,Female,1159.3,2,Phone,Accessories,0,579.65,1
50,Female,1180.68,4,Online,Footwear,2,295.17,1
34,Female,319.84,3,Phone,Accessories,2,106.61333333333333,0
54,Male,573.79,3,Online,Clothing,4,191.26333333333332,1
25,Male,614.1,1,Mobile App,Accessories,0,614.1,0
44,Female,656.85,1,Online,Electronics,0,656.85,1
48,Male,459.25,1,Online,Electronics,4,459.25,0
23,Female,131.61,3,Mobile App,Electronics,2,43.870000000000005,0
20,Female,453.37,1,Online,Accessories,1,453.37,0
38,Female,645.86,2,Mobile App,Accessories,0,322.93,1
43,Male,235.61,1,In-Store,Electronics,4,235.61,0
30,Male,1523.96,1,Online,Accessories,3,1523.96,1
35,Female,371.97,5,Online,Clothing,2,74.394,0
49,Female,389.81,3,Mobile App,Electronics,4,129.93666666666667,0
50,Male,909.34,3,Online,Accessories,2,303.11333333333334,1
46,Male,320.47,2,Mobile App,Accessories,4,160.235,0
39,Female,50.0,3,In-Store,Accessories,2,16.666666666666668,0
34,Male,89.1,2,Mobile App,Electronics,1,44.55,0
40,Female,785.44,4,Mobile App,Clothing,2,196.36,1
39,Female,509.47,1,Mobile App,Accessories,0,509.47,0
38,Male,404.2,2,Phone,Accessories,4,202.1,0
56,Female,807.56,2,Mobile App,Electronics,4,403.78,1
38,Female,209.63,1,Mobile App,Outerwear,4,209.63,0
49,Male,1487.4,3,Online,Accessories,0,495.8,1
41,Male,144.31,5,Mobile App,Clothing,2,28.862000000000002,0
43,Male,250.66,1,Phone,Accessories,4,250.66,0
43,Female,479.67,1,Mobile App,Accessories,4,479.67,0
53,Female,108.55,1,Online,Electronics,4,108.55,0
26,Male,540.5,3,Mobile App,Footwear,2,180.16666666666666,1
22,Female,237.86,2,Online,Accessories,1,118.93,0
30,Female,460.4,1,Mobile App,Electronics,1,460.4,0
29,Male,78.09,2,Phone,Accessories,1,39.045,0
18,Male,50.0,1,Mobile App,Electronics,1,50.0,0
51,Female,300.54,3,Online,Media,4,100.18,0
18,Male,56.21,1,Phone,Media,1,56.21,0
51,Male,395.11,1,Online,Electronics,4,395.11,0
38,Female,183.2,3,In-Store,Accessories,2,61.06666666666666,0
72,Male,1228.62,1,In-Store,Electronics,3,1228.62,1
18,Male,304.76,1,In-Store,Bags,1,304.76,0
34,Female,429.92,1,Mobile App,Accessories,1,429.92,0
41,Male,245.45,1,Mobile App,Electronics,4,245.45,0
19,Male,91.62,1,Online,Electronics,1,91.62,0
55,Male,637.54,5,Mobile App,Electronics,2,127.508,1
31,Female,635.3,3,Online,Accessories,2,211.76666666666665,1
34,Female,285.54,3,Online,Media,2,95.18,0
23,Male,160.81,4,Phone,Footwear,2,40.2025,0
21,Male,1198.38,1,In-Store,Electronics,3,1198.38,1
38,Male,715.19,1,Mobile App,Electronics,0,715.19,1
33,Female,508.21,1,Phone,Footwear,0,508.21,0
36,Male,186.23,3,Online,Footwear,2,62.07666666666666,0
29,Male,181.77,2,Mobile App,Electronics,1,90.885,0
49,Male,571.82,1,In-Store,Media,0,571.82,0
24,Female,186.57,1,Phone,Electronics,1,186.57,0
26,Female,50.0,2,In-Store,Accessories,1,25.0,0
18,Female,594.32,2,In-Store,Footwear,1,297.16,1
34,Male,355.19,3,Phone,Electronics,2,118.39666666666666,0
21,Male,540.94,1,In-Store,Clothing,1,540.94,0
37,Female,104.7,4,In-Store,Accessories,2,26.175,0
30,Female,410.62,1,Phone,Clothing,1,410.62,0
18,Female,686.89,2,Online,Footwear,1,343.445,1
23,Female,1223.77,4,Mobile App,Beauty,2,305.9425,1
36,Female,635.77,4,Online,Accessories,2,158.9425,1
33,Female,541.77,1,Online,Accessories,0,541.77,0
25,Male,543.43,1,Online,Beauty,1,543.43,0
23,Female,202.23,1,Phone,Accessories,1,202.23,0
18,Male,70.0,1,Phone,Electronics,1,70.0,0
46,Male,354.33,2,Phone,Clothing,4,177.165,0
31,Female,284.45,4,Online,Accessories,2,71.1125,0
43,Male,100.98,1,Online,Electronics,4,100.98,0
36,Female,436.13,1,Mobile App,Footwear,1,436.13,0
30,Male,1028.97,1,Online,Accessories,3,1028.97,1
18,Female,188.07,3,Phone,Footwear,2,62.69,0
38,Female,461.6,4,Phone,Footwear,2,115.4,0
43,Male,238.17,1,Phone,Electronics,4,238.17,0
33,Male,690.32,1,In-Store,Clothing,0,690.32,1
18,Male,312.6,3,Online,Clothing,2,104.2,0
53,Female,321.12,2,In-Store,Footwear,4,160.56,0
21,Female,801.72,1,In-Store,Accessories,0,801.72,1
34,Female,376.93,3,Mobile App,Electronics,2,125.64333333333333,0
40,Male,163.14,5,Online,Accessories,2,32.628,0
26,Female,685.97,2,Phone,Accessories,1,342.985,1
21,Female,735.79,2,In-Store,Electronics,1,367.895,1
33,Female,120.11,1,Mobile App,Beauty,1,120.11,0
49,Male,385.44,2,Mobile App,Accessories,4,192.72,0
39,Female,145.38,1,In-Store,Beauty,4,145.38,0
23,Male,322.04,1,In-Store,Accessories,1,322.04,0
18,Female,183.99,1,Online,Accessories,1,183.99,0
51,Male,273.71,1,In-Store,Accessories,4,273.71,0
22,Female,654.24,1,Phone,Electronics,0,654.24,1
50,Male,504.78,2,In-Store,Clothing,4,252.39,0
38,Male,242.8,2,In-Store,Electronics,4,121.4,0
18,Male,328.64,2,In-Store,Electronics,1,164.32,0
34,Female,502.77,1,In-Store,Clothing,0,502.77,0
18,Male,397.35,1,Mobile App,Accessories,1,397.35,0
38,Female,97.43,3,Online,Electronics,2,32.47666666666667,0
37,Female,1040.19,1,In-Store,Clothing,3,1040.19,1
34,Female,374.72,5,Phone,Electronics,2,74.944,0
34,Male,627.76,1,In-Store,Accessories,0,627.76,1
21,Female,418.76,2,Online,Footwear,1,209.38,0
34,Female,58.35,1,Phone,Electronics,1,58.35,0
26,Male,315.03,2,Phone,Accessories,1,157.515,0
41,Female,88.94,3,Mobile App,Electronics,2,29.646666666666665,0
48,Female,204.11,4,In-Store,Accessories,2,51.0275,0
43,Male,214.04,5,Mobile App,Accessories,2,42.808,0
41,Male,194.93,1,Online,Electronics,4,194.93,0
48,Male,102.89,2,Online,Accessories,4,51.445,0
52,Male,159.68,1,Mobile App,Clothing,4,159.68,0
38,Male,163.35,2,Online,Electronics,4,81.675,0
18,Male,586.03,1,Online,Accessories,1,586.03,0
34,Female,958.55,3,Phone,Footwear,2,319.51666666666665,1
30,Female,239.59,4,Mobile App,Beauty,2,59.8975,0
35,Female,722.32,1,Phone,Footwear,0,722.32,1
30,Female,533.11,1,In-Store,Electronics,0,533.11,0
18,Male,118.83,1,Phone,Electronics,1,118.83,0
20,Male,656.82,2,Online,Electronics,1,328.41,1
38,Female,683.72,1,Phone,Outerwear,0,683.72,1
51,Female,620.18,4,Online,Accessories,2,155.045,1
26,Female,1135.7,2,In-Store,Outerwear,0,567.85,1
40,Male,428.66,2,Online,Accessories,4,214.33,0
49,Female,1047.64,2,Phone,Accessories,0,523.82,1
31,Male,2024.7,1,Mobile App,Footwear,3,2024.7,1
37,Female,436.77,4,In-Store,Accessories,2,109.1925,0
51,Male,598.08,2,In-Store,Accessories,4,299.04,1
18,Male,460.58,5,In-Store,Accessories,2,92.116,1
35,Male,804.47,2,Phone,Media,0,402.235,1
42,Female,1033.92,2,Phone,Media,0,516.96,1
59,Female,502.13,1,Mobile App,Accessories,4,502.13,0
36,Female,89.29,2,Phone,Footwear,4,44.645,0
28,Male,953.48,3,In-Store,Electronics,2,317.82666666666665,1
31,Male,455.61,3,Online,Electronics,2,151.87,0
32,Male,189.33,3,Phone,Electronics,2,63.11000000000001,0
46,Male,410.11,1,In-Store,Beauty,4,410.11,0
29,Male,513.42,5,Mobile App,Media,2,102.684,1
23,Female,753.33,5,In-Store,Clothing,2,150.666,1
41,Female,567.73,1,Phone,Electronics,0,567.73,0
31,Male,1095.11,4,Phone,Media,2,273.7775,1
49,Female,338.79,1,In-Store,Electronics,4,338.79,0
58,Female,141.16,2,Online,Electronics,4,70.58,0
23,Female,440.19,1,Mobile App,Electronics,1,440.19,0
52,Female,849.8,4,Mobile App,Accessories,2,212.45,1
21,Female,213.39,1,In-Store,Accessories,1,213.39,0
49,Female,204.3,1,Phone,Accessories,4,204.3,0
29,Female,725.61,1,Mobile App,Accessories,0,725.61,1
32,Female,355.81,1,In-Store,Electronics,1,355.81,0
34,Female,497.2,2,Online,Accessories,1,248.6,0
21,Female,297.14,1,Mobile App,Accessories,1,297.14,0
54,Female,810.31,2,Mobile App,Accessories,4,405.155,1
33,Female,606.0,5,Online,Accessories,2,121.2,1
39,Male,1086.97,3,Phone,Accessories,0,362.3233333333333,1
18,Male,229.7,3,Mobile App,Electronics,2,76.56666666666666,0
